,ID,YEAR,AGGDPDF,CODE,POPDEN,PRSEED,HYVWHEAT,HYVRICE,HYVMAIZE,HYVBAJRA,HYVJOWAR,AGLABOR,CULTIVAT,WAGE,NCA,GCA,NIA,GIA,YWHEAT,YRICE,YSUGAR,YMAIZE,YPOTATO,YGNUT,YBARLEY,YTOBAC,YGRAM,YTUR,YRAGI,YSESAMUM,YRMSEED,YBAJRA,YCOTTON,YJOWAR,YOPULS,YJUTE,YSOY,YSUNFLWR,ROADS,LITERACY,FEBXT,FEBNT,DMS01,DMS02,DMS03,DMS04,DMS05,DMS06,DMS07,DMS08,DMS09,DMS10,DMS11,DMS12,DMS13,DMS14,DMS15,DMS16,DMS17,DMS18,DMS19,DMS20,DMS21,DMAQ3,DMAQ2,DMAQ1,DMSLP4,DMSLP567,DMPH4,DMPH5,DMPH6,DMPH7,DMPH8,DMSLP1,DMSLP2,DMSLP3,COSTAGLB,COSTCULT,COSTBULL,COSTTRAC,COSTNITR,COSTP2O5,COSTK2O,DMTS1,DMTS2,DMTS3,DMTS4,DMTS5,QSUGAR,DAYS,STATE,DISTRICT,QBULLOCK,QTRACTOR,PTRACTOR,PUPBULL,PBULLOCK,QLABOR,QNITRO,QP2O5,QK2O,PNITRO,PP2O5,PK2O,QLAND,ROPUMP,RPWPUMP,UOPUMP,UEPUMP,UPWPUMP,PHYVWHT,PHYVRICE,PHYVJOWR,PHYVBAJR,PHYVMAIZ,IROADS,AWHEAT,QWHEAT,ARICE,QRICE,ASUGAR,AMAIZE,QMAIZE,APOTATO,QPOTATO,AGNUT,QGNUT,ABARLEY,QBARLEY,ATOBAC,QTOBAC,AGRAM,QGRAM,ATUR,QTUR,ARAGI,QRAGI,ASESAMUM,QSESAMUM,ARMSEED,QRMSEED,PWHEAT,PRICE,PSUGAR,PMAIZE,PPOTATO,PGNUT,PBARLEY,PTOBAC,PGRAM,PTUR,PRAGI,PSESAMUM,PRMSEED,ABAJRA,QBAJRA,ACOTTON,QCOTTON,AJOWAR,QJOWAR,PJOWAR,PBAJRA,PCOTTON,AOPULS,QOPULS,POPULS,AJUTE,QJUTE,PJUTE,ASOY,QSOY,ASUNFLWR,QSUNFLWR,PSOY,PSUNFLWR,DISTNAME,ALT,STATENAM,DSEA,LON,LAT,RNJAN,RNFEB,RNMAR,RNAPR,RNMAY,RNJUN,RNJUL,RNAUG,RNSEP,RNOCT,RNNOV,RNDEC,TNJAN,TNFEB,TNMAR,TNAPR,TNMAY,TNJUN,TNJUL,TNAUG,TNSEP,TNOCT,TNNOV,TNDEC,DMSTS1,DMSTS2,DMSTS3,DMSTS4,DMSTS5,TOTAREA,AHYV,QBULLHA,QTRACHA,DMXS01,DMSX01,DMXS02,DMSX02,DMXS03,DMXS04,DMXS05,DMXS06,DMXS07,DMXTS1,DMSXT1,DMXTS2,DMXTS3
0,5427.0,1976.0,0.7000832,101.0,0.9074131,17.903376,3.1,16.6,2.1,0.0,9.5,101486.5,174531.0,3.8,548.7,562.3,34.7,46.5,0.4054054,1.1906977,2.6506023,0.8423237,0.0,0.2665996,0.0,0.6666667,0.2295918,0.1959164,0.0,0.0438247,0.0,0.0,0.0530227,0.5426579,0.1807169,0.0,0.0,0.0,863.0,0.19,34.1,18.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,103318160.0,175464930.0,331485000.0,1095187.5,12583680.0,1224510.0,14740.0,1.0,0.0,0.0,0.0,0.0,2.2,230.00066,1.0,1.0,232672.9,90.55,10562.5,2281.3,1140.65,63484024.0,3008.0,566.0,81.0,3800.0,4510.0,1520.0,1355837.8,629.0,2533.0,2.0,8.0,0.0,0.8378378,0.2573643,0.0389664,0.0,0.0871369,1.5021148,3.7,1.5,64.5,76.8,0.83,24.1,20.3,0.0,0.0,9.94,2.65,0.0,0.0,0.15,0.1,3.92,0.9,32.667,6.4,0.0,0.0,10.04,0.44,0.0,0.0,179.0,157.7,153.9,86.7,90.6,188.0,84.47,770.7,146.46,146.46,92.6,388.67,338.28,0.2,0.0,79.4,4.21,243.8,132.3,108.4,92.6,494.14,99.88,18.05,167.8885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADILABAD,422.0,ANDHRA_PRADESH,255.4,78.9,19.25,8.948601,13.958557,13.737697,16.632526,14.722922,98.494995,229.41483,220.855,191.4062,71.950554,20.299852,3.555722,21.525501,24.027847,28.007463,31.677565,34.306778,30.955805,26.835527,26.542765,26.66871,25.786463,22.474142,20.638023,,,,,,573127.0,31300.0,0.4059709,0.000158,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0
1,5428.0,1976.0,0.7000832,102.0,1.8795933,15.808147,2.9,48.7,6.3,0.0,5.3,82473.0,182385.0,5.1,298.9,334.4,141.1,170.2,0.4347826,1.7750374,4.8869195,0.9504762,0.0,0.4720639,0.0,0.7142857,0.1977107,0.2934464,0.0,0.0289855,0.0,0.1666667,0.0549451,0.5378928,0.1780228,0.0,0.0,0.0,890.0,0.24,32.6,17.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,94029680.0,205124960.0,241941000.0,2179312.5,70122000.0,19260150.0,976860.0,0.0,0.0,0.0,1.0,0.0,159.9,229.9995,1.0,2.0,169187.3,186.84,10562.5,2281.3,1140.65,60917340.0,22413.0,6130.0,670.0,3800.0,4510.0,1520.0,738581.9,2614.0,12417.0,13.0,0.0,5.0,1.2608696,0.3639761,0.0979667,0.0,0.12,1.5000927,2.3,1.0,133.8,237.5,32.72,52.5,49.9,0.0,0.0,8.77,4.14,0.0,0.0,0.14,0.1,9.61,1.9,3.067,0.9,0.0,0.0,0.69,0.02,0.0,0.0,179.0,156.7,133.0,82.9,90.6,185.98,84.47,770.7,147.48,147.48,96.6,402.21,338.28,0.6,0.1,0.91,0.05,54.1,29.1,125.0,96.6,464.3,25.39,4.52,129.11285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIZAMABAD,368.0,ANDHRA_PRADESH,240.8,78.11,18.46,5.0087447,10.454966,11.231243,14.619822,18.433084,116.876945,213.3433,193.25735,183.83261,70.80271,23.4678,4.924046,22.594645,24.998589,28.741325,32.190887,34.499214,31.007557,27.24952,26.94431,26.983969,26.363478,23.348167,21.646421,,,,,,324597.0,63200.0,0.5212226,0.0005756,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
2,5429.0,1976.0,0.7000832,103.0,1.8608156,14.406599,2.2,67.2,20.9,0.0,20.1,152542.5,249917.5,4.3,463.8,523.8,145.2,195.3,0.5,1.6449451,2.8205128,1.2412627,0.0,0.7265676,0.0,0.6965174,0.191358,0.1626604,0.0,0.0398773,0.0,0.0,0.04,0.3700483,0.1979051,0.0,0.0,0.0,836.0,0.24,32.4,19.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,147604820.0,239059700.0,524349000.0,2179312.5,68455080.0,22947960.0,2011340.0,0.0,0.0,0.0,1.0,0.0,1.1,229.99977,1.0,3.0,367969.7,177.99,10562.5,2281.3,1140.65,92565800.0,13841.0,4532.0,1021.0,3800.0,4510.0,1520.0,1146049.8,15678.0,16077.0,65.0,25.0,369.0,3.6666667,0.409257,0.1942029,0.0,0.2356257,1.613308,0.6,0.3,164.2,270.1,0.39,88.7,110.1,0.0,0.0,15.47,11.24,0.0,0.0,4.02,2.8,3.24,0.62,5.533,0.9,0.0,0.0,6.52,0.26,0.0,0.0,179.0,157.5,153.9,92.4,90.6,221.0,84.47,770.7,147.51,147.51,92.6,406.0,338.28,0.0,0.0,0.25,0.01,103.5,38.3,103.9,92.6,464.3,117.43,23.24,127.79619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KARIMNAGAR,317.0,ANDHRA_PRADESH,197.9,79.47,18.46,5.4248834,12.888424,12.445669,15.533658,17.111927,85.85499,172.49019,180.10732,171.08435,87.75208,31.379015,5.6817517,22.34338,24.80586,28.500137,31.959734,34.435993,31.38738,27.655071,27.43616,27.433147,26.516058,23.31252,21.456991,,,,,,509853.0,110400.0,0.7217172,0.0003491,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
3,5430.0,1976.0,0.7000832,104.0,1.6894552,16.362614,6.0,56.8,3.3,0.6,8.9,100138.0,239675.0,4.4,426.1,472.6,86.7,123.2,0.6136364,1.6296642,3.7518685,0.6991453,0.0,0.5105634,0.0,0.6451613,0.2568157,0.2705499,0.0,0.0290909,0.0,0.1617647,0.0833333,0.7221828,0.2305663,0.0,0.0,0.0,880.0,0.25,32.6,17.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,107227304.0,257239090.0,262461500.0,1714687.5,23838000.0,6733020.0,384580.0,0.0,0.0,0.0,1.0,0.0,75.3,230.00014,1.0,4.0,183166.2,139.42,10562.5,2281.3,1140.65,78156990.0,7354.0,1704.0,120.0,3800.0,4510.0,1520.0,1052893.1,7849.0,1484.0,62.0,94.0,369.0,1.3636364,0.5298507,0.0630758,0.0882353,0.0564103,1.4166358,4.4,2.7,107.2,174.7,20.07,58.5,40.9,0.0,0.0,2.84,1.45,0.0,0.0,0.31,0.2,18.34,4.71,12.567,3.4,0.0,0.0,2.75,0.08,0.0,0.0,179.0,154.0,150.0,87.5,90.6,193.0,84.47,770.7,148.0,148.0,100.0,374.0,338.28,6.8,1.1,0.12,0.01,141.1,101.9,111.0,100.0,464.3,56.86,13.11,137.43097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDAK,313.0,ANDHRA_PRADESH,198.5,78.3,17.81,3.5291462,8.497786,9.684108,14.293052,22.754128,121.056755,201.3251,180.32257,177.98492,83.772736,34.801216,7.8858232,23.089031,25.47052,29.026083,32.33345,34.43902,31.172146,27.751091,27.47894,27.41096,26.752401,23.867855,22.189905,,,,,,431857.0,75600.0,0.4241362,0.0003228,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
4,5431.0,1976.0,0.7000832,105.0,1.621911,15.1202345,3.2,75.6,10.7,9.6,2.7,157464.5,250438.0,4.3,424.9,466.2,136.4,164.6,0.6,1.677193,5.0,1.172093,0.0,0.8649722,0.0,0.6848485,0.2833333,0.3207868,0.0,0.0769231,0.0,0.2198276,0.0549451,0.5382381,0.3007816,0.0,0.0,0.0,936.0,0.24,33.6,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,177010610.0,281077860.0,304128160.0,1935937.5,53331000.0,22430310.0,1771480.0,0.0,1.0,0.0,0.0,0.0,0.1,229.99956,1.0,5.0,212299.0,156.8,10562.5,2281.3,1140.65,93817576.0,16349.0,5043.0,2086.0,3800.0,4510.0,1520.0,1049927.9,8851.0,71.0,24.0,52.0,5.0,6.4,0.5305263,0.0261375,0.4137931,0.2488372,1.4290295,0.5,0.3,142.5,239.0,0.02,43.0,50.4,0.0,0.0,12.59,10.89,0.0,0.0,1.65,1.13,1.8,0.51,7.067,2.267,0.0,0.0,3.38,0.26,0.0,0.0,179.0,158.0,153.9,86.7,90.6,233.38,84.47,770.7,149.0,149.0,92.6,357.56,338.28,23.2,5.1,0.91,0.05,103.3,55.6,102.8,92.6,464.3,108.75,32.71,91.811005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WARANGAL,294.0,ANDHRA_PRADESH,146.4,79.78,17.88,4.292664,11.524555,11.547435,16.95465,21.756165,81.369606,150.21538,160.62817,159.96701,112.40911,46.250027,9.115767,22.496014,24.930134,28.398542,31.651695,33.910007,31.188662,27.761774,27.610174,27.555767,26.61567,23.547369,21.708208,,,,,,448667.0,101800.0,0.4731772,0.0003495,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
5,5432.0,1976.0,0.7000832,106.0,1.1876522,22.605015,1.6,47.4,0.0,4.0,7.5,138449.5,326413.5,3.7,903.7,933.8,121.9,151.3,0.4,1.2557201,6.875,1.0,0.0,0.4573899,0.0,0.6892744,0.4067358,0.2154673,0.0,0.0416667,0.0,0.15,0.2569832,0.330292,0.1671546,0.0,0.0,0.0,1542.0,0.22,34.3,19.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,122016360.0,292814980.0,420455000.0,1847437.5,37667520.0,16182810.0,1800960.0,0.0,1.0,0.0,0.0,0.0,1.1,229.99971,1.0,6.0,293505.4,150.76,10562.5,2281.3,1140.65,106918490.0,10265.0,2222.0,669.0,3800.0,4510.0,1520.0,2233042.8,8639.0,15.0,32.0,52.0,0.0,1.0666667,0.3189771,0.0273723,0.0769231,0.0,1.4174227,1.5,0.6,148.6,186.6,0.16,0.1,0.1,0.0,0.0,72.87,33.33,0.0,0.0,6.34,4.37,3.86,1.57,34.033,7.333,0.0,0.0,0.48,0.02,0.0,0.0,179.0,161.8,153.9,89.6,90.6,240.49,84.47,365.0,149.0,149.0,107.7,345.4,338.28,52.0,7.8,1.79,0.46,274.0,90.5,122.0,107.7,435.0,112.71,18.84,120.30235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAHBUBNAGAR,333.0,ANDHRA_PRADESH,150.0,78.26,16.49,2.73803,7.027466,9.302308,22.372189,36.9893,125.29466,165.42387,151.30614,162.64919,105.60562,49.362984,12.920441,23.403193,25.77497,29.037424,31.982452,33.594486,30.499138,27.638992,27.438383,27.316584,26.72985,24.186192,22.59117,,,,,,708443.0,60500.0,0.4142964,0.0002128,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
6,5433.0,1976.0,0.7000832,107.0,4.3032703,19.065598,4.2,32.2,2.2,2.0,8.6,73757.77,115610.2,4.2,323.9,347.9,51.4,69.9,0.6315789,1.7621528,8.244275,1.3295455,0.0,0.6706444,0.0,0.6428571,0.4253247,0.5354491,0.0,0.0649819,0.0,0.2842105,0.0,0.65625,0.1936536,0.0,0.0,0.0,970.0,0.28,31.2,16.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,78087900.0,117084770.0,202478500.0,7854375.0,13659000.0,3669960.0,408700.0,1.0,0.0,0.0,0.0,0.0,10.8,230.00076,1.0,7.0,141579.4,625.78,10562.5,2281.3,1140.65,43554630.0,3087.0,837.0,189.0,3800.0,4510.0,1520.0,800356.9,4795.0,88.0,142.0,473.0,86.0,0.7368421,0.5590278,0.0814394,0.2105263,0.25,1.6030408,5.7,3.6,57.6,101.5,1.31,8.8,11.7,0.0,0.0,4.19,2.81,0.0,0.0,0.14,0.09,9.24,3.93,23.033,12.333,0.0,0.0,2.77,0.18,0.0,0.0,179.0,160.0,153.9,114.0,90.6,243.15,84.47,770.7,147.8,147.8,86.6,385.5,338.28,9.5,2.7,0.06,0.0,105.6,69.3,121.4,86.6,464.3,46.01,8.91,135.62206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HYDERABAD,304.0,ANDHRA_PRADESH,182.4,78.11,17.23,1.9932358,7.5855227,9.871242,16.890009,29.722462,131.18018,174.4294,156.76184,171.0151,89.55049,35.16333,7.284847,23.44587,25.796217,29.218676,32.364105,34.254147,30.96924,27.804058,27.551804,27.43615,26.865377,24.169722,22.543688,,,,,,273953.0,49200.0,0.5168018,0.0022843,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0
7,5434.0,1976.0,0.7000832,108.0,1.4393144,20.064896,0.7,102.7,0.0,15.2,15.7,154831.5,273994.0,4.3,631.0,745.8,181.0,283.0,0.0,1.556668,1.2612613,0.9047619,0.0,1.0920932,0.0,0.5906977,0.2811245,0.258841,0.0,0.0492958,0.0,0.1397764,0.0740741,0.2093213,0.3197577,0.0,0.0,0.0,1220.0,0.26,32.6,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,184219650.0,327445300.0,341099500.0,8042437.5,37469160.0,16393440.0,1621400.0,0.0,0.0,0.0,1.0,0.0,1.4,230.0,1.0,8.0,237714.3,653.48,10562.5,2281.3,1140.65,98629864.0,11008.0,4242.0,777.0,3800.0,4510.0,1520.0,1559201.0,18287.0,13.0,22.0,60.0,8.0,0.0,0.4112936,0.1283729,0.1214058,0.0,1.6016034,0.0,0.0,249.7,388.7,1.11,2.1,1.9,0.0,0.0,43.76,47.79,0.0,0.0,2.15,1.27,2.49,0.7,14.167,3.667,0.0,0.0,1.42,0.07,0.0,0.0,179.0,157.0,153.9,89.6,90.6,231.36,84.47,770.7,149.0,149.0,83.4,345.4,338.28,125.2,17.5,0.27,0.02,122.3,25.6,95.4,83.4,464.3,59.42,19.0,170.3421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NALGONDA,231.0,ANDHRA_PRADESH,117.9,79.41,17.06,1.4762888,8.616519,9.34711,18.041576,34.079273,105.187126,164.47356,157.76454,160.57845,128.33202,56.84869,10.106249,23.204554,25.594118,28.824425,31.86889,33.974552,31.461107,28.297834,28.131258,27.950317,27.049025,24.211657,22.46441,,,,,,624087.0,134300.0,0.3808993,0.0010471,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
8,5435.0,1976.0,0.7000832,109.0,0.9779202,17.054348,0.0,20.7,1.1,4.7,52.6,129338.5,178001.0,4.7,368.3,396.5,85.1,90.8,0.0,1.0925401,1.0,0.9230769,0.0,0.8821376,0.0,0.6939783,0.2847682,0.4749673,0.0,0.0746269,0.0,0.1617647,0.05,0.6245976,0.334767,0.0,0.0,0.0,1544.0,0.24,33.6,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,160967520.0,221087310.0,209223000.0,3938250.0,49906680.0,27613950.0,1701800.0,0.0,1.0,0.0,0.0,0.0,0.3,229.99971,1.0,9.0,146251.7,315.08,10562.5,2281.3,1140.65,70688090.0,6926.0,3067.0,585.0,3800.0,4510.0,1520.0,910069.3,2759.0,28.0,41.0,58.0,3.0,0.0,0.1954674,0.3386993,0.6911765,0.2115385,3.981023,0.0,0.0,105.9,115.7,0.3,5.2,4.8,0.0,0.0,13.66,12.05,0.0,0.0,10.13,7.03,1.51,0.43,15.3,7.267,0.0,0.0,1.34,0.1,0.0,0.0,179.0,146.9,153.9,81.6,90.6,214.68,84.47,1020.21,149.0,149.0,92.6,336.99,338.28,6.8,1.1,0.2,0.01,155.3,97.0,99.6,92.6,464.3,69.75,23.35,135.38792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KHAMMAM,259.0,ANDHRA_PRADESH,97.8,80.82,17.65,5.173657,12.741718,12.2751255,19.214346,27.938318,76.580826,144.64262,163.4269,160.73997,149.92984,64.427704,12.582388,22.361656,24.776327,28.05133,31.095692,33.2756,31.060354,27.907852,27.834736,27.774221,26.698854,23.655394,21.731804,,,,,,385390.0,79100.0,0.3794901,0.0008176,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
9,5436.0,1976.0,0.7000832,110.0,1.2088251,35.331043,2.9,49.2,0.2,7.5,22.3,196909.0,199176.5,3.3,919.5,956.7,107.5,131.7,0.8235294,1.0020833,6.035714,1.0,0.0,0.4504237,0.0,0.5204741,0.417382,0.1661158,0.0,0.2333333,0.0,0.3424242,0.0820095,0.6266367,0.2013867,0.0,0.0,0.0,1829.0,0.32,34.3,19.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,160934560.0,162556620.0,260596000.0,2599687.5,87598560.0,52721760.0,5565020.0,0.0,0.0,0.0,1.0,0.0,3.38,229.99965,1.0,10.0,180901.9,227.34,10562.5,2281.3,1140.65,91099660.0,16460.0,6950.0,1635.0,3800.0,4510.0,1520.0,2272084.5,4598.0,36.0,43.0,215.0,3.0,1.7058824,0.5125,0.0834269,0.2272727,2.0,1.2637354,1.7,1.4,96.0,96.2,0.56,0.1,0.1,0.0,0.0,141.6,63.78,0.0,0.0,27.84,14.49,9.32,3.89,19.667,3.267,0.0,0.0,0.6,0.14,0.0,0.0,179.0,175.0,153.9,89.6,90.6,253.0,84.47,770.7,146.0,146.0,109.0,345.4,338.28,33.0,11.3,73.65,6.04,267.3,167.5,112.0,109.0,478.5,31.73,6.39,138.25838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KURNOOL,443.0,ANDHRA_PRADESH,137.9,77.96,15.46,2.6523304,5.977144,8.750133,29.67059,48.679348,89.25556,110.7466,116.34424,141.27133,110.15816,48.13269,12.316486,23.174543,25.629515,28.735292,31.196287,32.20641,29.202654,26.921705,26.756561,26.667542,26.238941,23.971811,22.427479,,,,,,703067.0,82100.0,0.2573039,0.0003234,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
