,ID,YEAR,AGGDPDF,CODE,POPDEN,PRSEED,HYVWHEAT,HYVRICE,HYVMAIZE,HYVBAJRA,HYVJOWAR,AGLABOR,CULTIVAT,WAGE,NCA,GCA,NIA,GIA,YWHEAT,YRICE,YSUGAR,YMAIZE,YPOTATO,YGNUT,YBARLEY,YTOBAC,YGRAM,YTUR,YRAGI,YSESAMUM,YRMSEED,YBAJRA,YCOTTON,YJOWAR,YOPULS,YJUTE,YSOY,YSUNFLWR,ROADS,LITERACY,FEBXT,FEBNT,DMS01,DMS02,DMS03,DMS04,DMS05,DMS06,DMS07,DMS08,DMS09,DMS10,DMS11,DMS12,DMS13,DMS14,DMS15,DMS16,DMS17,DMS18,DMS19,DMS20,DMS21,DMAQ3,DMAQ2,DMAQ1,DMSLP4,DMSLP567,DMPH4,DMPH5,DMPH6,DMPH7,DMPH8,DMSLP1,DMSLP2,DMSLP3,COSTAGLB,COSTCULT,COSTBULL,COSTTRAC,COSTNITR,COSTP2O5,COSTK2O,DMTS1,DMTS2,DMTS3,DMTS4,DMTS5,QSUGAR,DAYS,STATE,DISTRICT,QBULLOCK,QTRACTOR,PTRACTOR,PUPBULL,PBULLOCK,QLABOR,QNITRO,QP2O5,QK2O,PNITRO,PP2O5,PK2O,QLAND,ROPUMP,RPWPUMP,UOPUMP,UEPUMP,UPWPUMP,PHYVWHT,PHYVRICE,PHYVJOWR,PHYVBAJR,PHYVMAIZ,IROADS,AWHEAT,QWHEAT,ARICE,QRICE,ASUGAR,AMAIZE,QMAIZE,APOTATO,QPOTATO,AGNUT,QGNUT,ABARLEY,QBARLEY,ATOBAC,QTOBAC,AGRAM,QGRAM,ATUR,QTUR,ARAGI,QRAGI,ASESAMUM,QSESAMUM,ARMSEED,QRMSEED,PWHEAT,PRICE,PSUGAR,PMAIZE,PPOTATO,PGNUT,PBARLEY,PTOBAC,PGRAM,PTUR,PRAGI,PSESAMUM,PRMSEED,ABAJRA,QBAJRA,ACOTTON,QCOTTON,AJOWAR,QJOWAR,PJOWAR,PBAJRA,PCOTTON,AOPULS,QOPULS,POPULS,AJUTE,QJUTE,PJUTE,ASOY,QSOY,ASUNFLWR,QSUNFLWR,PSOY,PSUNFLWR,DISTNAME,ALT,STATENAM,DSEA,LON,LAT,RNJAN,RNFEB,RNMAR,RNAPR,RNMAY,RNJUN,RNJUL,RNAUG,RNSEP,RNOCT,RNNOV,RNDEC,TNJAN,TNFEB,TNMAR,TNAPR,TNMAY,TNJUN,TNJUL,TNAUG,TNSEP,TNOCT,TNNOV,TNDEC,DMSTS1,DMSTS2,DMSTS3,DMSTS4,DMSTS5,TOTAREA,AHYV,QBULLHA,QTRACHA,DMXS01,DMSX01,DMXS02,DMSX02,DMXS03,DMXS04,DMXS05,DMXS06,DMXS07,DMXTS1,DMSXT1,DMXTS2,DMXTS3
0,5156.0,1975.0,0.6456589,101.0,0.8856463,16.460651,2.1,21.8,3.2,0.0,9.3,98505.6,171645.6,4.0,580.2,599.5,38.5,50.8,0.4347826,1.2565688,7.5438595,1.2955467,0.0,0.6955893,0.0,1.0,0.4064516,0.1959164,0.0,0.0466667,0.0,0.3333333,0.0459511,0.3479452,0.1589436,0.0,0.0,0.0,771.0,0.18,34.1,18.8,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,88699480.0,152539820.0,265398460.0,956434.4,11430400.0,2552660.0,123120.0,1.0,0.0,0.0,0.0,0.0,4.3,229.99959,1.0,1.0,234345.9,82.1,10750.0,1872.0,936.0,62134776.0,2723.0,467.0,92.0,4020.0,6315.0,1900.0,1433674.2,567.0,2624.0,2.0,8.0,0.0,0.4565217,0.3369397,0.0363992,0.0,0.1295547,1.341982,4.6,2.0,64.7,81.3,0.57,24.7,32.0,0.0,0.0,13.83,9.62,0.0,0.0,0.19,0.19,6.2,2.52,32.667,6.4,0.0,0.0,12.0,0.56,0.0,0.0,135.0,153.8,152.6,77.8,73.96,151.55,62.77,568.8,117.66,117.66,86.5,260.4,156.54,0.3,0.1,88.79,4.08,255.5,88.9,110.6,86.5,289.62,101.86,16.19,135.24887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADILABAD,422.0,ANDHRA_PRADESH,255.4,78.9,19.25,8.948601,13.958557,13.737697,16.632526,14.722922,98.494995,229.41483,220.855,191.4062,71.950554,20.299852,3.555722,21.525501,24.027847,28.007463,31.677565,34.306778,30.955805,26.835527,26.542765,26.66871,25.786463,22.474142,20.638023,,,,,,605907.0,36400.0,0.3867688,0.0001355,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0
1,5157.0,1975.0,0.6456589,102.0,1.8332686,14.641016,4.1,66.2,8.5,0.7,4.0,79774.2,178968.4,4.1,310.0,369.1,140.9,188.0,1.0888889,1.9142857,5.3924813,1.795539,0.0,0.7710414,0.0,0.5625,0.4072356,0.2934464,0.0,0.0409357,0.0,0.3333333,0.0491803,0.2337662,0.1939929,0.0,0.0,0.0,888.0,0.24,32.6,17.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,96740830.0,213937600.0,192983150.0,1973497.5,85169400.0,27646300.0,1018400.0,0.0,0.0,0.0,1.0,0.0,179.3,230.0,1.0,2.0,169774.5,176.67,10750.0,1872.0,936.0,59510800.0,20428.0,3230.0,1159.0,4020.0,6315.0,1900.0,766010.0,2357.0,12862.0,13.0,0.0,6.0,0.9111111,0.4398671,0.0742115,1.1666667,0.1579926,1.4967217,4.5,4.9,150.5,288.1,33.25,53.8,96.6,0.0,0.0,14.02,10.81,0.0,0.0,0.16,0.09,10.78,4.39,3.067,0.9,0.0,0.0,1.71,0.07,0.0,0.0,135.0,150.5,96.0,73.3,73.96,140.15,62.77,568.8,130.15,130.15,86.5,140.15,156.54,0.6,0.2,1.22,0.06,53.9,12.6,130.4,86.5,289.0,28.3,5.49,135.46886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIZAMABAD,368.0,ANDHRA_PRADESH,240.8,78.11,18.46,5.0087447,10.454966,11.231243,14.619822,18.433084,116.876945,213.3433,193.25735,183.83261,70.80271,23.4678,4.924046,22.594645,24.998589,28.741325,32.190887,34.499214,31.007557,27.24952,26.94431,26.983969,26.363478,23.348167,21.646421,,,,,,355807.0,83500.0,0.4771533,0.0004965,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
2,5158.0,1975.0,0.6456589,103.0,1.8208461,12.599786,2.5,91.4,38.6,0.0,16.0,148558.2,246325.2,4.1,482.1,550.3,138.5,195.9,0.8571429,1.837492,7.7272725,1.9052289,0.0,0.8334157,0.0,1.1704036,0.4074074,0.1626604,0.0,0.1017472,0.0,0.0,0.0714286,0.5446355,0.1712595,0.0,0.0,0.0,677.0,0.23,32.4,19.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,150864660.0,247168290.0,419725000.0,1880019.4,52595800.0,20439320.0,1551920.0,0.0,0.0,0.0,1.0,0.0,1.7,229.99944,1.0,3.0,370539.4,158.98,10750.0,1872.0,936.0,90823180.0,12355.0,1871.0,769.0,4020.0,6315.0,1900.0,1191269.1,14141.0,16653.0,65.0,23.0,454.0,3.5714285,0.5847729,0.1310401,0.0,0.4204793,1.3064706,0.7,0.6,156.3,287.2,0.22,91.8,174.9,0.0,0.0,20.23,16.86,0.0,0.0,4.46,5.22,4.59,1.87,5.533,0.9,0.0,0.0,9.73,0.99,0.0,0.0,135.0,149.3,152.6,71.2,73.96,146.6,62.77,568.8,137.44,137.44,86.5,316.38,156.54,0.1,0.0,0.14,0.01,122.1,66.5,93.1,86.5,289.0,123.38,21.13,124.91618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KARIMNAGAR,317.0,ANDHRA_PRADESH,197.9,79.47,18.46,5.4248834,12.888424,12.445669,15.533658,17.111927,85.85499,172.49019,180.10732,171.08435,87.75208,31.379015,5.6817517,22.34338,24.80586,28.500137,31.959734,34.435993,31.38738,27.655071,27.43616,27.433147,26.516058,23.31252,21.456991,,,,,,539283.0,148500.0,0.6870964,0.0002948,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
3,5159.0,1975.0,0.6456589,104.0,1.6547017,14.435717,4.9,58.6,5.3,0.3,10.1,98927.0,236212.8,3.8,428.6,494.7,71.3,127.0,0.7735849,1.5031222,3.4184916,1.1233108,0.0,0.8034188,0.0,0.5952381,0.396044,0.2705499,0.0,0.0413223,0.0,0.3382353,0.0645161,0.4822161,0.2195201,0.0,0.0,0.0,828.0,0.25,32.6,17.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,101339656.0,242551100.0,208928300.0,1472623.8,27945200.0,7685040.0,182400.0,0.0,0.0,0.0,1.0,0.0,56.2,230.0,1.0,4.0,183432.3,123.85,10750.0,1872.0,936.0,77082150.0,5177.0,663.0,206.0,4020.0,6315.0,1900.0,1059070.6,7079.0,1537.0,61.0,86.0,454.0,0.9245283,0.5227475,0.0690834,0.0441176,0.089527,1.3329256,5.3,4.1,112.1,168.5,16.44,59.2,66.5,0.0,0.0,4.68,3.76,0.0,0.0,0.42,0.25,22.75,9.01,12.567,3.4,0.0,0.0,4.84,0.2,0.0,0.0,135.0,147.0,129.0,71.5,73.96,160.5,62.77,278.0,130.0,130.0,88.0,309.0,156.54,6.8,2.3,0.31,0.02,146.2,70.5,103.0,88.0,289.0,61.68,13.54,124.97378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MEDAK,313.0,ANDHRA_PRADESH,198.5,78.3,17.81,3.5291462,8.497786,9.684108,14.293052,22.754128,121.056755,201.3251,180.32257,177.98492,83.772736,34.801216,7.8858232,23.089031,25.47052,29.026083,32.33345,34.43902,31.172146,27.751091,27.47894,27.41096,26.752401,23.867855,22.189905,,,,,,453287.0,79200.0,0.4046714,0.0002732,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
4,5160.0,1975.0,0.6456589,105.0,1.5881592,13.286524,2.6,87.8,11.5,9.0,8.6,154593.4,246276.4,4.0,436.5,539.9,115.4,177.1,0.8333333,1.7171315,5.5,1.8665208,0.0,0.9365,0.0,0.992126,0.3977901,0.3207868,0.0,0.1269231,0.0,0.6728625,0.0512821,0.4823678,0.3162852,0.0,0.0,0.0,811.0,0.24,33.6,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,155732690.0,247682880.0,242158850.0,1656200.0,62126200.0,22743930.0,3170720.0,0.0,1.0,0.0,0.0,0.0,0.11,229.99973,1.0,5.0,212662.0,138.6,10750.0,1872.0,936.0,92200056.0,9744.0,1463.0,594.0,4020.0,6315.0,1900.0,1078591.5,7983.0,74.0,24.0,48.0,6.0,4.3333335,0.5830013,0.0541562,0.3345725,0.2516411,1.2381868,0.6,0.5,150.6,258.6,0.02,45.7,85.3,0.0,0.0,20.0,18.73,0.0,0.0,1.27,1.26,1.81,0.72,7.067,2.267,0.0,0.0,7.8,0.99,0.0,0.0,135.0,148.7,152.6,70.4,73.96,130.99,62.77,568.8,133.8,133.8,80.6,260.4,156.54,26.9,18.1,0.78,0.04,158.8,76.6,78.3,80.6,289.0,106.17,33.58,147.70082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WARANGAL,294.0,ANDHRA_PRADESH,146.4,79.78,17.88,4.292664,11.524555,11.547435,16.95465,21.756165,81.369606,150.21538,160.62817,159.96701,112.40911,46.250027,9.115767,22.496014,24.930134,28.398542,31.651695,33.910007,31.188662,27.761774,27.610174,27.555767,26.61567,23.547369,21.708208,,,,,,527517.0,119500.0,0.4031377,0.0002627,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
5,5161.0,1975.0,0.6456589,106.0,1.159914,18.59025,2.0,68.9,0.0,2.6,4.4,137292.2,317798.4,3.7,961.0,1004.0,121.6,158.8,0.8333333,1.2783934,7.2727275,2.0,0.0,0.7715303,0.0,0.5296912,0.2762148,0.2154673,0.0,0.1111111,0.0,0.2291994,0.1385542,0.3317437,0.1736011,0.0,0.0,0.0,1340.0,0.22,34.3,19.3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,117820696.0,277777730.0,334786460.0,1592402.5,39007000.0,10021220.0,1016880.0,0.0,1.0,0.0,0.0,0.0,0.8,229.99951,1.0,6.0,294010.7,134.53,10750.0,1872.0,936.0,104670840.0,7601.0,2371.0,604.0,4020.0,6315.0,1900.0,2374631.0,7792.0,15.0,31.0,48.0,0.0,1.6666667,0.4771468,0.0131148,0.0408163,0.0,1.2317421,1.2,1.0,144.4,184.6,0.11,0.1,0.2,0.0,0.0,92.66,71.49,0.0,0.0,4.21,2.23,3.91,1.08,34.033,7.333,0.0,0.0,0.81,0.09,0.0,0.0,135.0,141.7,152.6,75.2,73.96,151.23,62.77,306.25,133.8,133.8,81.9,260.4,156.54,63.7,14.6,1.66,0.23,335.5,111.3,107.1,81.9,337.22,132.43,22.99,93.85503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAHBUBNAGAR,333.0,ANDHRA_PRADESH,150.0,78.26,16.49,2.73803,7.027466,9.302308,22.372189,36.9893,125.29466,165.42387,151.30614,162.64919,105.60562,49.362984,12.920441,23.403193,25.77497,29.037424,31.982452,33.594486,30.499138,27.638992,27.438383,27.316584,26.72985,24.186192,22.59117,,,,,,814723.0,77900.0,0.360872,0.0001651,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
6,5162.0,1975.0,0.6456589,107.0,4.1670985,16.232285,2.2,41.6,1.8,2.3,8.5,72068.22,118095.2,3.4,319.0,347.8,43.1,68.3,1.0833333,1.7205082,8.242424,1.1304348,0.0,0.7988281,0.0,0.5555556,0.4180498,0.5354491,0.0,0.1794872,0.0,0.3706897,0.0666667,0.597613,0.2317828,0.0,0.0,0.0,902.0,0.28,31.2,16.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,71250216.0,111679240.0,161492080.0,6609801.0,11730600.0,3774870.0,287280.0,1.0,0.0,0.0,0.0,0.0,13.6,229.99997,1.0,7.0,142058.8,541.57,10750.0,1872.0,936.0,43737588.0,5227.0,798.0,269.0,4020.0,6315.0,1900.0,788249.0,4325.0,91.0,140.0,435.0,106.0,0.4583333,0.7549909,0.0724638,0.1982759,0.1956522,1.4906627,4.8,5.2,55.1,94.8,1.65,9.2,10.4,0.0,0.0,5.12,4.09,0.0,0.0,0.09,0.05,9.64,4.03,23.033,12.333,0.0,0.0,3.51,0.63,0.0,0.0,135.0,150.6,152.6,75.8,73.96,147.65,62.77,568.8,137.8,137.8,76.1,327.4,156.54,11.6,4.3,0.15,0.01,117.3,70.1,108.2,76.1,289.0,50.09,11.61,107.90739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HYDERABAD,304.0,ANDHRA_PRADESH,182.4,78.11,17.23,1.9932358,7.5855227,9.871242,16.890009,29.722462,131.18018,174.4294,156.76184,171.0151,89.55049,35.16333,7.284847,23.44587,25.796217,29.218676,32.364105,34.254147,30.96924,27.804058,27.551804,27.43615,26.865377,24.169722,22.543688,,,,,,291283.0,56400.0,0.4877003,0.0018593,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0
7,5163.0,1975.0,0.6456589,108.0,1.4069968,15.969509,0.8,281.0,0.3,17.1,4.7,152613.2,268835.8,4.0,577.1,793.9,178.2,324.8,0.0,1.750083,7.5,1.5333333,0.0,1.3315941,0.0,0.5378151,0.3974359,0.258841,0.0,0.1079137,0.0,0.3131462,0.0,0.2285181,0.238047,0.0,0.0,0.0,1172.0,0.25,32.6,17.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,153128670.0,270979740.0,271148480.0,6902382.5,41830400.0,19131420.0,1181040.0,0.0,0.0,0.0,1.0,0.0,0.9,229.99973,1.0,8.0,237728.5,579.95,10750.0,1872.0,936.0,96933270.0,12793.0,4370.0,951.0,4020.0,6315.0,1900.0,1426014.1,16494.0,13.0,22.0,56.0,9.0,0.0,0.9326253,0.0292653,0.1262925,0.2,1.5385895,0.0,0.0,301.3,527.3,0.12,1.5,2.3,0.0,0.0,38.33,51.04,0.0,0.0,1.19,0.64,1.56,0.62,14.167,3.667,0.0,0.0,1.39,0.15,0.0,0.0,135.0,144.0,152.6,75.2,73.96,144.96,62.77,568.8,126.5,126.5,76.7,260.4,156.54,135.4,42.4,0.1,0.0,160.6,36.7,83.4,76.7,289.0,59.19,14.09,128.91283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NALGONDA,231.0,ANDHRA_PRADESH,117.9,79.41,17.06,1.4762888,8.616519,9.34711,18.041576,34.079273,105.187126,164.47356,157.76454,160.57845,128.33202,56.84869,10.106249,23.204554,25.594118,28.824425,31.86889,33.974552,31.461107,28.297834,28.131258,27.950317,27.049025,24.211657,22.46441,,,,,,714847.0,303900.0,0.3325586,0.0008113,1.0,,,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
8,5164.0,1975.0,0.6456589,109.0,0.9549536,16.579279,0.0,55.7,1.4,25.8,62.8,126628.2,174634.2,3.9,405.7,446.8,84.7,100.9,0.0,1.7994531,7.3333335,1.5909091,0.0,1.0083519,0.0,1.1256219,0.4,0.4749673,0.0,0.2115869,0.0,0.3311688,0.0416667,0.5269733,0.3196105,0.0,0.0,0.0,1345.0,0.23,33.6,20.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139815230.0,192418770.0,166822340.0,3328032.5,26318800.0,13832170.0,889200.0,0.0,1.0,0.0,0.0,0.0,0.44,229.99962,1.0,9.0,146703.3,274.16,10750.0,1872.0,936.0,69290350.0,6526.0,1245.0,208.0,4020.0,6315.0,1900.0,1002484.7,2489.0,29.0,41.0,54.0,3.0,0.0,0.5077484,0.3566156,1.6753247,0.2121212,3.4679248,0.0,0.0,109.7,197.4,0.06,6.6,10.5,0.0,0.0,17.96,18.11,0.0,0.0,8.04,9.05,1.2,0.48,15.3,7.267,0.0,0.0,3.97,0.84,0.0,0.0,135.0,147.6,152.6,85.8,73.96,150.82,62.77,568.8,133.8,133.8,86.5,248.78,156.54,15.4,5.1,0.24,0.01,176.1,92.8,96.9,86.5,289.0,81.13,25.93,119.372116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KHAMMAM,259.0,ANDHRA_PRADESH,97.8,80.82,17.65,5.173657,12.741718,12.2751255,19.214346,27.938318,76.580826,144.64262,163.4269,160.73997,149.92984,64.427704,12.582388,22.361656,24.776327,28.05133,31.095692,33.2756,31.060354,27.907852,27.834736,27.774221,26.698854,23.655394,21.731804,,,,,,435700.0,145700.0,0.3367071,0.0006292,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0
9,5165.0,1975.0,0.6456589,110.0,1.1779319,28.599567,4.1,82.6,0.0,7.5,20.8,193899.2,196419.4,3.5,1058.2,1136.7,116.8,170.7,0.6521739,1.5274725,6.948718,2.0,0.0,0.5809841,0.0,0.6901608,0.4750763,0.1661158,0.0,0.1333333,0.0,0.4642857,0.0761364,0.3532881,0.2486393,0.0,0.0,0.0,1723.0,0.31,34.3,19.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,149453740.0,151175150.0,206345870.0,2401278.8,62548000.0,31344500.0,2485200.0,0.0,0.0,0.0,1.0,0.0,2.71,229.99971,1.0,10.0,180203.8,219.69,10750.0,1872.0,936.0,89773280.0,12210.0,4858.0,1487.0,4020.0,6315.0,1900.0,2614812.2,4148.0,37.0,42.0,197.0,3.0,1.7826087,0.6982249,0.0613388,0.206044,0.0,1.1904954,2.3,1.5,118.3,180.7,0.39,0.1,0.2,0.0,0.0,195.1,113.35,0.0,0.0,21.14,14.59,9.83,4.67,19.667,3.267,0.0,0.0,0.75,0.1,0.0,0.0,135.0,147.0,152.6,75.2,73.96,139.0,62.77,568.8,139.0,139.0,96.0,266.79,156.54,36.4,16.9,70.4,5.36,339.1,119.8,103.5,96.0,255.0,40.42,10.05,95.20945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KURNOOL,443.0,ANDHRA_PRADESH,137.9,77.96,15.46,2.6523304,5.977144,8.750133,29.67059,48.679348,89.25556,110.7466,116.34424,141.27133,110.15816,48.13269,12.316486,23.174543,25.629515,28.735292,31.196287,32.20641,29.202654,26.921705,26.756561,26.667542,26.238941,23.971811,22.427479,,,,,,853897.0,115000.0,0.2110369,0.0002573,1.0,,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0
